inflected form,base form,number,gender,group,case,concat form
мереживниць,мереживниця,2,f,anim,A,мереживниця2A
мереживниці,мереживниця,2,f,anim,A,мереживниця2A
мереживницями,мереживниця,2,f,anim,I,мереживниця2I
мереживницях,мереживниця,2,f,anim,L,мереживниця2L
мереживниці,мереживниця,2,f,anim,V,мереживниця2V
потяг,потяг,1,m,inanim,N,потяг1N
потяга,потяг,1,m,inanim,G,потяг1G
потягові,потяг,1,m,inanim,D,потяг1D
потягу,потяг,1,m,inanim,D,потяг1D
потяг,потяг,1,m,inanim,A,потяг1A
потяга,потяг,1,m,inanim,A,потяг1A
потягом,потяг,1,m,inanim,I,потяг1I
потягові,потяг,1,m,inanim,L,потяг1L
потягу,потяг,1,m,inanim,L,потяг1L
потязі,потяг,1,m,inanim,L,потяг1L
потягу,потяг,1,m,inanim,V,потяг1V
потяги,потяг,2,m,inanim,N,потяг2N
потягів,потяг,2,m,inanim,G,потяг2G
потягам,потяг,2,m,inanim,D,потяг2D
потяги,потяг,2,m,inanim,A,потяг2A
потягами,потяг,2,m,inanim,I,потяг2I
потягах,потяг,2,m,inanim,L,потяг2L
потяги,потяг,2,m,inanim,V,потяг2V
потяг,потяг,1,m,inanim,N,потяг1N
потягу,потяг,1,m,inanim,G,потяг1G
потягові,потяг,1,m,inanim,D,потяг1D
потягу,потяг,1,m,inanim,D,потяг1D
потяг,потяг,1,m,inanim,A,потяг1A
потягом,потяг,1,m,inanim,I,потяг1I
потягові,потяг,1,m,inanim,L,потяг1L
потягу,потяг,1,m,inanim,L,потяг1L
потягу,потяг,1,m,inanim,V,потяг1V
потяги,потяг,2,m,inanim,N,потяг2N
потягів,потяг,2,m,inanim,G,потяг2G
потягам,потяг,2,m,inanim,D,потяг2D
потяги,потяг,2,m,inanim,A,потяг2A
потягами,потяг,2,m,inanim,I,потяг2I
потягах,потяг,2,m,inanim,L,потяг2L
потяги,потяг,2,m,inanim,V,потяг2V
задраповування,задраповування,1,n,inanim,N,задраповування1N
задраповування,задраповування,1,n,inanim,G,задраповування1G
задраповуванню,задраповування,1,n,inanim,D,задраповування1D
задраповування,задраповування,1,n,inanim,A,задраповування1A
задраповуванням,задраповування,1,n,inanim,I,задраповування1I
задраповуванні,задраповування,1,n,inanim,L,задраповування1L
задраповуванню,задраповування,1,n,inanim,L,задраповування1L
задраповування,задраповування,1,n,inanim,V,задраповування1V
георгіки,георгіки,2,n,inanim,N,георгіки2N
георгіків,георгіки,2,n,inanim,G,георгіки2G
георгікам,георгіки,2,n,inanim,D,георгіки2D
георгіки,георгіки,2,n,inanim,A,георгіки2A
георгіками,георгіки,2,n,inanim,I,георгіки2I
георгіках,георгіки,2,n,inanim,L,георгіки2L
георгіки,георгіки,2,n,inanim,V,георгіки2V
арксеканс,арксеканс,1,m,inanim,N,арксеканс1N
арксеканса,арксеканс,1,m,inanim,G,арксеканс1G
арксекансові,арксеканс,1,m,inanim,D,арксеканс1D
арксекансу,арксеканс,1,m,inanim,D,арксеканс1D
арксеканс,арксеканс,1,m,inanim,A,арксеканс1A
арксекансом,арксеканс,1,m,inanim,I,арксеканс1I
арксекансі,арксеканс,1,m,inanim,L,арксеканс1L
арксекансові,арксеканс,1,m,inanim,L,арксеканс1L
арксекансу,арксеканс,1,m,inanim,L,арксеканс1L
арксекансе,арксеканс,1,m,inanim,V,арксеканс1V
арксеканси,арксеканс,2,m,inanim,N,арксеканс2N
арксекансів,арксеканс,2,m,inanim,G,арксеканс2G
арксекансам,арксеканс,2,m,inanim,D,арксеканс2D
арксеканси,арксеканс,2,m,inanim,A,арксеканс2A
арксекансами,арксеканс,2,m,inanim,I,арксеканс2I
арксекансах,арксеканс,2,m,inanim,L,арксеканс2L
арксеканси,арксеканс,2,m,inanim,V,арксеканс2V
скловидність,скловидність,1,f,inanim,N,скловидність1N
скловидності,скловидність,1,f,inanim,G,скловидність1G
скловидности,скловидність,1,f,inanim,G,скловидність1G
скловидності,скловидність,1,f,inanim,D,скловидність1D
скловидність,скловидність,1,f,inanim,A,скловидність1A
скловидністю,скловидність,1,f,inanim,I,скловидність1I
скловидності,скловидність,1,f,inanim,L,скловидність1L
скловидносте,скловидність,1,f,inanim,V,скловидність1V
вуглефікація,вуглефікація,1,f,inanim,N,вуглефікація1N
вуглефікації,вуглефікація,1,f,inanim,G,вуглефікація1G
вуглефікації,вуглефікація,1,f,inanim,D,вуглефікація1D
вуглефікацію,вуглефікація,1,f,inanim,A,вуглефікація1A
вуглефікацією,вуглефікація,1,f,inanim,I,вуглефікація1I
вуглефікації,вуглефікація,1,f,inanim,L,вуглефікація1L
вуглефікаціє,вуглефікація,1,f,inanim,V,вуглефікація1V
совєтікус,совєтікус,1,m,inanim,N,совєтікус1N
совєтікуса,совєтікус,1,m,inanim,G,совєтікус1G
совєтікусові,совєтікус,1,m,inanim,D,совєтікус1D
совєтікусу,совєтікус,1,m,inanim,D,совєтікус1D
совєтікус,совєтікус,1,m,inanim,A,совєтікус1A
совєтікусом,совєтікус,1,m,inanim,I,совєтікус1I
совєтікусі,совєтікус,1,m,inanim,L,совєтікус1L
совєтікусові,совєтікус,1,m,inanim,L,совєтікус1L
совєтікусу,совєтікус,1,m,inanim,L,совєтікус1L
совєтікусе,совєтікус,1,m,inanim,V,совєтікус1V
совєтікуси,совєтікус,2,m,inanim,N,совєтікус2N
совєтікусів,совєтікус,2,m,inanim,G,совєтікус2G
совєтікусам,совєтікус,2,m,inanim,D,совєтікус2D
совєтікуси,совєтікус,2,m,inanim,A,совєтікус2A
совєтікусами,совєтікус,2,m,inanim,I,совєтікус2I
совєтікусах,совєтікус,2,m,inanim,L,совєтікус2L
совєтікуси,совєтікус,2,m,inanim,V,совєтікус2V
заляпаність,заляпаність,1,f,inanim,N,заляпаність1N
заляпаності,заляпаність,1,f,inanim,G,заляпаність1G
заляпаности,заляпаність,1,f,inanim,G,заляпаність1G
заляпаності,заляпаність,1,f,inanim,D,заляпаність1D
заляпаність,заляпаність,1,f,inanim,A,заляпаність1A
заляпаністю,заляпаність,1,f,inanim,I,заляпаність1I
заляпаності,заляпаність,1,f,inanim,L,заляпаність1L
заляпаносте,заляпаність,1,f,inanim,V,заляпаність1V
запушеність,запушеність,1,f,inanim,N,запушеність1N
запушеності,запушеність,1,f,inanim,G,запушеність1G
запушености,запушеність,1,f,inanim,G,запушеність1G
запушеності,запушеність,1,f,inanim,D,запушеність1D
запушеність,запушеність,1,f,inanim,A,запушеність1A
запушеністю,запушеність,1,f,inanim,I,запушеність1I
запушеності,запушеність,1,f,inanim,L,запушеність1L
запушеносте,запушеність,1,f,inanim,V,запушеність1V
європауза,європауза,1,f,inanim,N,європауза1N
європаузи,європауза,1,f,inanim,G,європауза1G
європаузі,європауза,1,f,inanim,D,європауза1D
європаузу,європауза,1,f,inanim,A,європауза1A
європаузою,європауза,1,f,inanim,I,європауза1I
європаузі,європауза,1,f,inanim,L,європауза1L
європаузо,європауза,1,f,inanim,V,європауза1V
кавник,кавник,1,m,inanim,N,кавник1N
кавника,кавник,1,m,inanim,G,кавник1G
кавникові,кавник,1,m,inanim,D,кавник1D
кавнику,кавник,1,m,inanim,D,кавник1D
кавник,кавник,1,m,inanim,A,кавник1A
кавником,кавник,1,m,inanim,I,кавник1I
кавникові,кавник,1,m,inanim,L,кавник1L
кавнику,кавник,1,m,inanim,L,кавник1L
кавнику,кавник,1,m,inanim,V,кавник1V
кавники,кавник,2,m,inanim,N,кавник2N
кавників,кавник,2,m,inanim,G,кавник2G
кавникам,кавник,2,m,inanim,D,кавник2D
кавники,кавник,2,m,inanim,A,кавник2A
кавниками,кавник,2,m,inanim,I,кавник2I
кавниках,кавник,2,m,inanim,L,кавник2L
кавники,кавник,2,m,inanim,V,кавник2V
уповажнення,уповажнення,1,n,inanim,N,уповажнення1N
уповажнення,уповажнення,1,n,inanim,G,уповажнення1G
уповажненню,уповажнення,1,n,inanim,D,уповажнення1D
уповажнення,уповажнення,1,n,inanim,A,уповажнення1A
уповажненням,уповажнення,1,n,inanim,I,уповажнення1I
уповажненні,уповажнення,1,n,inanim,L,уповажнення1L
уповажненню,уповажнення,1,n,inanim,L,уповажнення1L
уповажнення,уповажнення,1,n,inanim,V,уповажнення1V
самоперегрівання,самоперегрівання,1,n,inanim,N,самоперегрівання1N
самоперегрівання,самоперегрівання,1,n,inanim,G,самоперегрівання1G
самоперегріванню,самоперегрівання,1,n,inanim,D,самоперегрівання1D
самоперегрівання,самоперегрівання,1,n,inanim,A,самоперегрівання1A
самоперегріванням,самоперегрівання,1,n,inanim,I,самоперегрівання1I
самоперегріванні,самоперегрівання,1,n,inanim,L,самоперегрівання1L
самоперегріванню,самоперегрівання,1,n,inanim,L,самоперегрівання1L
самоперегрівання,самоперегрівання,1,n,inanim,V,самоперегрівання1V
вигнуття,вигнуття,1,n,inanim,N,вигнуття1N
вигнуття,вигнуття,1,n,inanim,G,вигнуття1G
вигнуттю,вигнуття,1,n,inanim,D,вигнуття1D
вигнуття,вигнуття,1,n,inanim,A,вигнуття1A
вигнуттям,вигнуття,1,n,inanim,I,вигнуття1I
вигнутті,вигнуття,1,n,inanim,L,вигнуття1L
вигнуттю,вигнуття,1,n,inanim,L,вигнуття1L
вигнуття,вигнуття,1,n,inanim,V,вигнуття1V
копрофагія,копрофагія,1,f,inanim,N,копрофагія1N
копрофагії,копрофагія,1,f,inanim,G,копрофагія1G
копрофагії,копрофагія,1,f,inanim,D,копрофагія1D
копрофагію,копрофагія,1,f,inanim,A,копрофагія1A
копрофагією,копрофагія,1,f,inanim,I,копрофагія1I
копрофагії,копрофагія,1,f,inanim,L,копрофагія1L
копрофагіє,копрофагія,1,f,inanim,V,копрофагія1V
жируха,жируха,1,f,anim,N,жируха1N
жирухи,жируха,1,f,anim,G,жируха1G
жирусі,жируха,1,f,anim,D,жируха1D
жируху,жируха,1,f,anim,A,жируха1A
жирухою,жируха,1,f,anim,I,жируха1I
жирусі,жируха,1,f,anim,L,жируха1L
жирухо,жируха,1,f,anim,V,жируха1V
жирухи,жируха,2,f,anim,N,жируха2N
жирух,жируха,2,f,anim,G,жируха2G
жирухам,жируха,2,f,anim,D,жируха2D
жирух,жируха,2,f,anim,A,жируха2A
жирухи,жируха,2,f,anim,A,жируха2A
жирухами,жируха,2,f,anim,I,жируха2I
жирухах,жируха,2,f,anim,L,жируха2L
жирухи,жируха,2,f,anim,V,жируха2V
затруювання,затруювання,1,n,inanim,N,затруювання1N
затруювання,затруювання,1,n,inanim,G,затруювання1G
затруюванню,затруювання,1,n,inanim,D,затруювання1D
затруювання,затруювання,1,n,inanim,A,затруювання1A
затруюванням,затруювання,1,n,inanim,I,затруювання1I
затруюванні,затруювання,1,n,inanim,L,затруювання1L
затруюванню,затруювання,1,n,inanim,L,затруювання1L
затруювання,затруювання,1,n,inanim,V,затруювання1V
вермут,вермут,1,m,inanim,N,вермут1N
вермуту,вермут,1,m,inanim,G,вермут1G
вермутові,вермут,1,m,inanim,D,вермут1D
вермуту,вермут,1,m,inanim,D,вермут1D
вермут,вермут,1,m,inanim,A,вермут1A
вермутом,вермут,1,m,inanim,I,вермут1I
вермуті,вермут,1,m,inanim,L,вермут1L
вермутові,вермут,1,m,inanim,L,вермут1L
вермуту,вермут,1,m,inanim,L,вермут1L
вермуте,вермут,1,m,inanim,V,вермут1V
вермути,вермут,2,m,inanim,N,вермут2N
вермутів,вермут,2,m,inanim,G,вермут2G
вермутам,вермут,2,m,inanim,D,вермут2D
вермути,вермут,2,m,inanim,A,вермут2A
вермутами,вермут,2,m,inanim,I,вермут2I
вермутах,вермут,2,m,inanim,L,вермут2L
вермути,вермут,2,m,inanim,V,вермут2V
держпослуга,держпослуга,1,f,inanim,N,держпослуга1N
держпослуги,держпослуга,1,f,inanim,G,держпослуга1G
держпослузі,держпослуга,1,f,inanim,D,держпослуга1D
держпослугу,держпослуга,1,f,inanim,A,держпослуга1A
держпослугою,держпослуга,1,f,inanim,I,держпослуга1I
держпослузі,держпослуга,1,f,inanim,L,держпослуга1L
держпослуго,держпослуга,1,f,inanim,V,держпослуга1V
держпослуги,держпослуга,2,f,inanim,N,держпослуга2N
держпослуг,держпослуга,2,f,inanim,G,держпослуга2G
держпослугам,держпослуга,2,f,inanim,D,держпослуга2D
держпослуги,держпослуга,2,f,inanim,A,держпослуга2A
держпослугами,держпослуга,2,f,inanim,I,держпослуга2I
держпослугах,держпослуга,2,f,inanim,L,держпослуга2L
держпослуги,держпослуга,2,f,inanim,V,держпослуга2V
роїстість,роїстість,1,f,inanim,N,роїстість1N
роїстості,роїстість,1,f,inanim,G,роїстість1G
роїстости,роїстість,1,f,inanim,G,роїстість1G
роїстості,роїстість,1,f,inanim,D,роїстість1D
роїстість,роїстість,1,f,inanim,A,роїстість1A
роїстістю,роїстість,1,f,inanim,I,роїстість1I
роїстості,роїстість,1,f,inanim,L,роїстість1L
роїстосте,роїстість,1,f,inanim,V,роїстість1V
півнеба,півнеба,2,f,inanim,N,півнеба2N
півнеба,півнеба,2,f,inanim,G,півнеба2G
півнеба,півнеба,2,f,inanim,D,півнеба2D
півнеба,півнеба,2,f,inanim,A,півнеба2A
півнеба,півнеба,2,f,inanim,I,півнеба2I
півнеба,півнеба,2,f,inanim,L,півнеба2L
півнеба,півнеба,2,f,inanim,V,півнеба2V
піала,піала,1,f,inanim,N,піала1N
піали,піала,1,f,inanim,G,піала1G
піалі,піала,1,f,inanim,D,піала1D
піалу,піала,1,f,inanim,A,піала1A
піалою,піала,1,f,inanim,I,піала1I
піалі,піала,1,f,inanim,L,піала1L
піало,піала,1,f,inanim,V,піала1V
піали,піала,2,f,inanim,N,піала2N
піал,піала,2,f,inanim,G,піала2G
піалам,піала,2,f,inanim,D,піала2D
піали,піала,2,f,inanim,A,піала2A
піалами,піала,2,f,inanim,I,піала2I
піалах,піала,2,f,inanim,L,піала2L
піали,піала,2,f,inanim,V,піала2V
грей,грей,1,m,inanim,N,грей1N
грея,грей,1,m,inanim,G,грей1G
греєві,грей,1,m,inanim,D,грей1D
грею,грей,1,m,inanim,D,грей1D
грей,грей,1,m,inanim,A,грей1A
греєм,грей,1,m,inanim,I,грей1I
греєві,грей,1,m,inanim,L,грей1L
греї,грей,1,m,inanim,L,грей1L
грею,грей,1,m,inanim,L,грей1L
грею,грей,1,m,inanim,V,грей1V
греї,грей,2,m,inanim,N,грей2N
греїв,грей,2,m,inanim,G,грей2G
греям,грей,2,m,inanim,D,грей2D
греї,грей,2,m,inanim,A,грей2A
греями,грей,2,m,inanim,I,грей2I
греях,грей,2,m,inanim,L,грей2L
греї,грей,2,m,inanim,V,грей2V
псевдоактивіст,псевдоактивіст,1,m,anim,N,псевдоактивіст1N
псевдоактивіста,псевдоактивіст,1,m,anim,G,псевдоактивіст1G
псевдоактивістові,псевдоактивіст,1,m,anim,D,псевдоактивіст1D
псевдоактивісту,псевдоактивіст,1,m,anim,D,псевдоактивіст1D
псевдоактивіста,псевдоактивіст,1,m,anim,A,псевдоактивіст1A
псевдоактивістом,псевдоактивіст,1,m,anim,I,псевдоактивіст1I
псевдоактивісті,псевдоактивіст,1,m,anim,L,псевдоактивіст1L
псевдоактивістові,псевдоактивіст,1,m,anim,L,псевдоактивіст1L
псевдоактивісту,псевдоактивіст,1,m,anim,L,псевдоактивіст1L
псевдоактивісте,псевдоактивіст,1,m,anim,V,псевдоактивіст1V
псевдоактивісти,псевдоактивіст,2,m,anim,N,псевдоактивіст2N
псевдоактивістів,псевдоактивіст,2,m,anim,G,псевдоактивіст2G
псевдоактивістам,псевдоактивіст,2,m,anim,D,псевдоактивіст2D
псевдоактивістів,псевдоактивіст,2,m,anim,A,псевдоактивіст2A
псевдоактивісти,псевдоактивіст,2,m,anim,A,псевдоактивіст2A
псевдоактивістами,псевдоактивіст,2,m,anim,I,псевдоактивіст2I
псевдоактивістах,псевдоактивіст,2,m,anim,L,псевдоактивіст2L
псевдоактивісти,псевдоактивіст,2,m,anim,V,псевдоактивіст2V
ступеневість,ступеневість,1,f,inanim,N,ступеневість1N
ступеневості,ступеневість,1,f,inanim,G,ступеневість1G
ступеневости,ступеневість,1,f,inanim,G,ступеневість1G
ступеневості,ступеневість,1,f,inanim,D,ступеневість1D
ступеневість,ступеневість,1,f,inanim,A,ступеневість1A
ступеневістю,ступеневість,1,f,inanim,I,ступеневість1I
ступеневості,ступеневість,1,f,inanim,L,ступеневість1L
ступеневосте,ступеневість,1,f,inanim,V,ступеневість1V
вихоплення,вихоплення,1,n,inanim,N,вихоплення1N
вихоплення,вихоплення,1,n,inanim,G,вихоплення1G
вихопленню,вихоплення,1,n,inanim,D,вихоплення1D
вихоплення,вихоплення,1,n,inanim,A,вихоплення1A
вихопленням,вихоплення,1,n,inanim,I,вихоплення1I
вихопленні,вихоплення,1,n,inanim,L,вихоплення1L
вихопленню,вихоплення,1,n,inanim,L,вихоплення1L
вихоплення,вихоплення,1,n,inanim,V,вихоплення1V
фототипія,фототипія,1,f,inanim,N,фототипія1N
фототипії,фототипія,1,f,inanim,G,фототипія1G
фототипії,фототипія,1,f,inanim,D,фототипія1D
фототипію,фототипія,1,f,inanim,A,фототипія1A
фототипією,фототипія,1,f,inanim,I,фототипія1I
фототипії,фототипія,1,f,inanim,L,фототипія1L
фототипіє,фототипія,1,f,inanim,V,фототипія1V
маляс,маляс,1,m,inanim,N,маляс1N
малясу,маляс,1,m,inanim,G,маляс1G
малясові,маляс,1,m,inanim,D,маляс1D
малясу,маляс,1,m,inanim,D,маляс1D
маляс,маляс,1,m,inanim,A,маляс1A
малясом,маляс,1,m,inanim,I,маляс1I
малясі,маляс,1,m,inanim,L,маляс1L
малясові,маляс,1,m,inanim,L,маляс1L
малясу,маляс,1,m,inanim,L,маляс1L
малясе,маляс,1,m,inanim,V,маляс1V
нетрища,нетрища,2,m,inanim,N,нетрища2N
нетрищ,нетрища,2,m,inanim,G,нетрища2G
нетрищам,нетрища,2,m,inanim,D,нетрища2D
нетрища,нетрища,2,m,inanim,A,нетрища2A
нетрищами,нетрища,2,m,inanim,I,нетрища2I
нетрищах,нетрища,2,m,inanim,L,нетрища2L
нетрища,нетрища,2,m,inanim,V,нетрища2V
протесання,протесання,1,n,inanim,N,протесання1N
протесання,протесання,1,n,inanim,G,протесання1G
протесанню,протесання,1,n,inanim,D,протесання1D
протесання,протесання,1,n,inanim,A,протесання1A
протесанням,протесання,1,n,inanim,I,протесання1I
протесанні,протесання,1,n,inanim,L,протесання1L
протесанню,протесання,1,n,inanim,L,протесання1L
протесання,протесання,1,n,inanim,V,протесання1V
псевдожорстокість,псевдожорстокість,1,f,inanim,N,псевдожорстокість1N
псевдожорстокості,псевдожорстокість,1,f,inanim,G,псевдожорстокість1G
псевдожорстокости,псевдожорстокість,1,f,inanim,G,псевдожорстокість1G
псевдожорстокості,псевдожорстокість,1,f,inanim,D,псевдожорстокість1D
псевдожорстокість,псевдожорстокість,1,f,inanim,A,псевдожорстокість1A
псевдожорстокістю,псевдожорстокість,1,f,inanim,I,псевдожорстокість1I
псевдожорстокості,псевдожорстокість,1,f,inanim,L,псевдожорстокість1L
псевдожорстокосте,псевдожорстокість,1,f,inanim,V,псевдожорстокість1V
конкретизованість,конкретизованість,1,f,inanim,N,конкретизованість1N
конкретизованості,конкретизованість,1,f,inanim,G,конкретизованість1G
конкретизованости,конкретизованість,1,f,inanim,G,конкретизованість1G
конкретизованості,конкретизованість,1,f,inanim,D,конкретизованість1D
конкретизованість,конкретизованість,1,f,inanim,A,конкретизованість1A
конкретизованістю,конкретизованість,1,f,inanim,I,конкретизованість1I
конкретизованості,конкретизованість,1,f,inanim,L,конкретизованість1L
конкретизованосте,конкретизованість,1,f,inanim,V,конкретизованість1V
осяжність,осяжність,1,f,inanim,N,осяжність1N
осяжності,осяжність,1,f,inanim,G,осяжність1G
осяжности,осяжність,1,f,inanim,G,осяжність1G
осяжності,осяжність,1,f,inanim,D,осяжність1D
осяжність,осяжність,1,f,inanim,A,осяжність1A
осяжністю,осяжність,1,f,inanim,I,осяжність1I
осяжності,осяжність,1,f,inanim,L,осяжність1L
осяжносте,осяжність,1,f,inanim,V,осяжність1V
імпресіоністка,імпресіоністка,1,f,anim,N,імпресіоністка1N
імпресіоністки,імпресіоністка,1,f,anim,G,імпресіоністка1G
імпресіоністці,імпресіоністка,1,f,anim,D,імпресіоністка1D
імпресіоністку,імпресіоністка,1,f,anim,A,імпресіоністка1A
імпресіоністкою,імпресіоністка,1,f,anim,I,імпресіоністка1I
імпресіоністці,імпресіоністка,1,f,anim,L,імпресіоністка1L
імпресіоністко,імпресіоністка,1,f,anim,V,імпресіоністка1V
імпресіоністки,імпресіоністка,2,f,anim,N,імпресіоністка2N
імпресіоністок,імпресіоністка,2,f,anim,G,імпресіоністка2G
імпресіоністкам,імпресіоністка,2,f,anim,D,імпресіоністка2D
імпресіоністок,імпресіоністка,2,f,anim,A,імпресіоністка2A
імпресіоністки,імпресіоністка,2,f,anim,A,імпресіоністка2A
імпресіоністками,імпресіоністка,2,f,anim,I,імпресіоністка2I
імпресіоністках,імпресіоністка,2,f,anim,L,імпресіоністка2L
імпресіоністки,імпресіоністка,2,f,anim,V,імпресіоністка2V
телереальність,телереальність,1,f,inanim,N,телереальність1N
телереальності,телереальність,1,f,inanim,G,телереальність1G
телереальности,телереальність,1,f,inanim,G,телереальність1G
телереальності,телереальність,1,f,inanim,D,телереальність1D
телереальність,телереальність,1,f,inanim,A,телереальність1A
телереальністю,телереальність,1,f,inanim,I,телереальність1I
телереальності,телереальність,1,f,inanim,L,телереальність1L
телереальносте,телереальність,1,f,inanim,V,телереальність1V
еклезіологія,еклезіологія,1,f,inanim,N,еклезіологія1N
еклезіології,еклезіологія,1,f,inanim,G,еклезіологія1G
еклезіології,еклезіологія,1,f,inanim,D,еклезіологія1D
еклезіологію,еклезіологія,1,f,inanim,A,еклезіологія1A
еклезіологією,еклезіологія,1,f,inanim,I,еклезіологія1I
еклезіології,еклезіологія,1,f,inanim,L,еклезіологія1L
еклезіологіє,еклезіологія,1,f,inanim,V,еклезіологія1V
тервідділення,тервідділення,1,n,inanim,N,тервідділення1N
тервідділення,тервідділення,1,n,inanim,G,тервідділення1G
тервідділенню,тервідділення,1,n,inanim,D,тервідділення1D
тервідділення,тервідділення,1,n,inanim,A,тервідділення1A
тервідділенням,тервідділення,1,n,inanim,I,тервідділення1I
тервідділенні,тервідділення,1,n,inanim,L,тервідділення1L
тервідділенню,тервідділення,1,n,inanim,L,тервідділення1L
тервідділення,тервідділення,1,n,inanim,V,тервідділення1V
тервідділення,тервідділення,2,n,inanim,N,тервідділення2N
тервідділень,тервідділення,2,n,inanim,G,тервідділення2G
тервідділенням,тервідділення,2,n,inanim,D,тервідділення2D
тервідділення,тервідділення,2,n,inanim,A,тервідділення2A
тервідділеннями,тервідділення,2,n,inanim,I,тервідділення2I
тервідділеннях,тервідділення,2,n,inanim,L,тервідділення2L
тервідділення,тервідділення,2,n,inanim,V,тервідділення2V
псевдопреференція,псевдопреференція,1,f,inanim,N,псевдопреференція1N
псевдопреференції,псевдопреференція,1,f,inanim,G,псевдопреференція1G
псевдопреференції,псевдопреференція,1,f,inanim,D,псевдопреференція1D
псевдопреференцію,псевдопреференція,1,f,inanim,A,псевдопреференція1A
псевдопреференцією,псевдопреференція,1,f,inanim,I,псевдопреференція1I
псевдопреференції,псевдопреференція,1,f,inanim,L,псевдопреференція1L
псевдопреференціє,псевдопреференція,1,f,inanim,V,псевдопреференція1V
псевдопреференції,псевдопреференція,2,f,inanim,N,псевдопреференція2N
псевдопреференцій,псевдопреференція,2,f,inanim,G,псевдопреференція2G
псевдопреференціям,псевдопреференція,2,f,inanim,D,псевдопреференція2D
псевдопреференції,псевдопреференція,2,f,inanim,A,псевдопреференція2A
псевдопреференціями,псевдопреференція,2,f,inanim,I,псевдопреференція2I
псевдопреференціях,псевдопреференція,2,f,inanim,L,псевдопреференція2L
псевдопреференції,псевдопреференція,2,f,inanim,V,псевдопреференція2V
пошум,пошум,1,m,inanim,N,пошум1N
пошуму,пошум,1,m,inanim,G,пошум1G
пошумові,пошум,1,m,inanim,D,пошум1D
пошуму,пошум,1,m,inanim,D,пошум1D
пошум,пошум,1,m,inanim,A,пошум1A
пошумом,пошум,1,m,inanim,I,пошум1I
пошумі,пошум,1,m,inanim,L,пошум1L
пошумові,пошум,1,m,inanim,L,пошум1L
пошуму,пошум,1,m,inanim,L,пошум1L
пошуме,пошум,1,m,inanim,V,пошум1V
кріоскопія,кріоскопія,1,f,inanim,N,кріоскопія1N
кріоскопії,кріоскопія,1,f,inanim,G,кріоскопія1G
кріоскопії,кріоскопія,1,f,inanim,D,кріоскопія1D
кріоскопію,кріоскопія,1,f,inanim,A,кріоскопія1A
кріоскопією,кріоскопія,1,f,inanim,I,кріоскопія1I
кріоскопії,кріоскопія,1,f,inanim,L,кріоскопія1L
кріоскопіє,кріоскопія,1,f,inanim,V,кріоскопія1V
кріоскопії,кріоскопія,2,f,inanim,N,кріоскопія2N
кріоскопій,кріоскопія,2,f,inanim,G,кріоскопія2G
кріоскопіям,кріоскопія,2,f,inanim,D,кріоскопія2D
кріоскопії,кріоскопія,2,f,inanim,A,кріоскопія2A
кріоскопіями,кріоскопія,2,f,inanim,I,кріоскопія2I
кріоскопіях,кріоскопія,2,f,inanim,L,кріоскопія2L
кріоскопії,кріоскопія,2,f,inanim,V,кріоскопія2V
автокефалізм,автокефалізм,1,m,inanim,N,автокефалізм1N
автокефалізму,автокефалізм,1,m,inanim,G,автокефалізм1G
автокефалізмові,автокефалізм,1,m,inanim,D,автокефалізм1D
автокефалізму,автокефалізм,1,m,inanim,D,автокефалізм1D
автокефалізм,автокефалізм,1,m,inanim,A,автокефалізм1A
автокефалізмом,автокефалізм,1,m,inanim,I,автокефалізм1I
автокефалізмі,автокефалізм,1,m,inanim,L,автокефалізм1L
автокефалізмові,автокефалізм,1,m,inanim,L,автокефалізм1L
автокефалізму,автокефалізм,1,m,inanim,L,автокефалізм1L
автокефалізме,автокефалізм,1,m,inanim,V,автокефалізм1V
пройма,пройма,1,f,inanim,N,пройма1N
пройми,пройма,1,f,inanim,G,пройма1G
проймі,пройма,1,f,inanim,D,пройма1D
пройму,пройма,1,f,inanim,A,пройма1A
проймою,пройма,1,f,inanim,I,пройма1I
проймі,пройма,1,f,inanim,L,пройма1L
проймо,пройма,1,f,inanim,V,пройма1V
пройми,пройма,2,f,inanim,N,пройма2N
пройм,пройма,2,f,inanim,G,пройма2G
проймам,пройма,2,f,inanim,D,пройма2D
пройми,пройма,2,f,inanim,A,пройма2A
проймами,пройма,2,f,inanim,I,пройма2I
проймах,пройма,2,f,inanim,L,пройма2L
пройми,пройма,2,f,inanim,V,пройма2V
пересправи,пересправи,2,f,inanim,N,пересправи2N
пересправ,пересправи,2,f,inanim,G,пересправи2G
пересправам,пересправи,2,f,inanim,D,пересправи2D
пересправи,пересправи,2,f,inanim,A,пересправи2A
пересправами,пересправи,2,f,inanim,I,пересправи2I
пересправах,пересправи,2,f,inanim,L,пересправи2L
пересправи,пересправи,2,f,inanim,V,пересправи2V
недофокусованість,недофокусованість,1,f,inanim,N,недофокусованість1N
недофокусованості,недофокусованість,1,f,inanim,G,недофокусованість1G
недофокусованости,недофокусованість,1,f,inanim,G,недофокусованість1G
недофокусованості,недофокусованість,1,f,inanim,D,недофокусованість1D
недофокусованість,недофокусованість,1,f,inanim,A,недофокусованість1A
недофокусованістю,недофокусованість,1,f,inanim,I,недофокусованість1I
недофокусованості,недофокусованість,1,f,inanim,L,недофокусованість1L
недофокусованосте,недофокусованість,1,f,inanim,V,недофокусованість1V
напіввідкритість,напіввідкритість,1,f,inanim,N,напіввідкритість1N
